Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
30,Kamalabiden,270663313$5.89%270.66m,622,58,90,960312,
21,Kamalabiden,999069539$2.89%999.07m,630,58,68.11%,"692,650.6",
