Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
24,Acupuncher,47347111$1.03%47.35m,652,29,90,220756,
46,Acupuncher,48111544$1.14%48.11m,652,18,90,299514,
32,Acupuncher,396443858$1.15%396.44m,656,15,68.01%,"274,852.8",
38,Acupuncher,79743370$1.44%79.74m,663,8,90,338355,
