Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
44,Jëongyeon,401925102$6.21%401.93m,627,79,90,1201218,
49,Jëongyeon,3612176552$9.91%3.61b,657,40,88.83%,"1,771,683.9",
