Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
36,Rippermcgoo,361176795$7.86%361.18m,639,54,90,1159539,
70,Rippermcgoo,313046355$7.42%313.05m,639,79,90,1591491,
73,Rippermcgoo,2636436086$7.63%2.64b,650,70,94.08%,"1,827,829.8",
67,Rippermcgoo,493949772$8.90%493.95m,657,41,90,1773011,
59,Rippermcgoo,4274713330$11.07%4.27b,664,36,94.13%,"1,903,982.7",
72,Rippermcgoo,1018425459$8.79%1.02b,666,48,99.44%,"2,166,816.6",
