Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
8,Nitrotaco,1115126803$3.06%1.12b,640,12,60.71%,"546,942.3",
5,Nitrotaco,862187988$2.23%862.19m,644,9,41.59%,"384,023.6",
