Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
15,Therzdk,112547441$2.67%112.55m,624,29,90,437773,
13,Therzdk,1166376524$3.02%1.17b,-,14,94.73%,"519,511.0",
