Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
36,Deathpocketz,1646483817$3.99%1.65b,620,24,96.59%,"784,868.1",
18,Deathpocketz,1325011374$3.51%1.33b,611,12,98.59%,"610,424.8",
39,Deathpocketz,761494912$5.77%761.49m,625,21,95.47%,"886,909.2",
