Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
72,Rengos,1415954956$5.31%1.42b,605,73,93.60%,"753,476.9",
58,Rengos,1557971189$5.01%1.56b,611,54,85.15%,"698,959.6",
