Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
69,Nixis,67576440$4.53%67.58m,0,628,73,90,283959,
84,Nixis,202087451$5.57%202.09m,0,648,87,90,369192,
