Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
51,Therzdk,365284504$10.07%365.28m,0,624,59,90,519877,
56,Therzdk,1738867404$12.07%1.74b,32.89%,-,67,96.10%,"774,501.8",
