Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
64,Kamalabiden,84148578$0.75%84.15m,73.26%,604,77,77.38%,"47,414.5",
48,Kamalabiden,69718795$0.49%69.72m,57.28%,-,50,73.03%,"33,234.5",
