Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
16,Rdzx,63300977$0.76%63.30m,45.53%,602,19,86.88%,"33,684.6",
23,Rdzx,100413754$0.90%100.41m,34.75%,606,28,75.92%,"45,049.1",
