Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
26,Chuckleduck,20312327$1.36%20.31m,0,626,32,90,56556,
44,Chuckleduck,63033130$1.74%63.03m,0,637,49,90,83768,
31,Chuckleduck,135042537$1.08%135.04m,24.28%,640,37,86.39%,"93,624.4",
