Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
34,Snognazzy,91611442$1.10%91.61m,3.63%,-,42,85.68%,"48,749.5",
12,Snognazzy,97381291$0.87%97.38m,1.44%,-,17,72.24%,"43,688.6",
