Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
52,Ampok,11312841$0.76%11.31m,0,620,55,90,37491,
43,Ampok,1451492$0.04%1.45m,0,628,45,90,33967,
