Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
53,Froginasock,31932753$2.14%31.93m,0,632,62,90,144846,
64,Froginasock,82816496$2.28%82.82m,0,636,70,90,162804,
61,Froginasock,302774184$2.42%302.77m,61.99%,650,63,80.48%,"209,912.0",
