Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
36,Crusados,51738919$0.62%51.74m,43.23%,585,41,52.17%,"27,532.0",
25,Crusados,76438623$0.68%76.44m,35.29%,606,40,78.41%,"34,293.0",
17,Crusados,56918820$0.51%56.92m,38.93%,612,27,82.98%,"32,071.6",
20,Crusados,82026700$0.57%82.03m,33.60%,612,33,85.52%,"37,789.2",
44,Crusados,154105964$1.08%154.11m,26.74%,617,44,94.64%,"73,461.3",
