Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
28,Kiikah,84141527$0.75%84.14m,18.16%,614,32,58.07%,"47,410.5",
23,Kiikah,132211550$0.93%132.21m,42.00%,617,27,84.95%,"60,909.1",
67,Kiikah,175562165$1.23%175.56m,37.72%,620,65,95.57%,"83,689.3",
