Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
79,Vulperiest,1364990912$16.41%1.36b,52.63%,-,86,97.71%,"726,357.3",
83,Vulperiest,1937059468$17.36%1.94b,46.95%,606,90,98.61%,"869,031.7",
84,Vulperiest,2003711563$17.98%2.00b,39.74%,614,87,98.39%,"1,129,014.4",
80,Vulperiest,2390841209$16.73%2.39b,40.12%,-,79,96.94%,"1,101,446.3",
