Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
30,Kornbreadd,65081018$4.36%65.08m,0,623,35,90,191727,
61,Kornbreadd,498754718$3.99%498.75m,20.37%,648,62,91.73%,"345,784.5",
