Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
47,Mickdundey,85668637$0.77%85.67m,8.29%,614,54,76.98%,"48,271.0",
50,Mickdundey,133317428$0.93%133.32m,3.87%,616,58,75.16%,"61,418.5",
