Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
56,Rengos,77531559$0.93%77.53m,2.51%,605,61,67.65%,"41,257.1",
58,Rengos,101625794$0.91%101.63m,11.92%,611,64,64.69%,"45,592.8",
