Parse %,Name,Amount,Overheal,Ilvl,Ilvl %,Active,HPS,
42,Blardy,97362220$1.17%97.36m,2.59%,-,54,80.44%,"51,809.7",
39,Blardy,145606626$1.30%145.61m,4.77%,-,51,86.56%,"65,324.2",
