Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
32,Blardy,988076119$3.71%988.08m,-,70,95.72%,"525,788.3",
53,Blardy,1518972521$4.89%1.52b,-,84,96.10%,"681,463.5",
