Parse %,Name,Amount,Ilvl,Ilvl %,Active,DPS,
19,Rasmog,856038926$3.21%856.04m,597,24,90.90%,"455,526.9",
12,Rasmog,977978898$3.15%977.98m,601,18,85.78%,"438,755.1",
15,Rasmog,1331899921$3.23%1.33b,-,22,97.55%,"634,908.0",
9,Rasmog,1175525028$3.11%1.18b,-,9,93.63%,"541,557.4",
16,Rasmog,555506939$4.21%555.51m,616,23,95.88%,"646,996.1",
