"Parse %","Name","Amount","Ilvl","Ilvl %","Active","DPS",""
"71","Toshunt","380284481$8.28%380.28m","650","89","90","1459980",""
"36","Rippermcgoo","361176795$7.86%361.18m","639","54","90","1159539",""
"64","Froginasock","358417269$7.80%358.42m","636","87","90","1492590",""
"57","Illing","315291840$6.86%315.29m","645","77","90","1427855",""
"30","Kamalabiden","270663313$5.89%270.66m","622","58","90","960312",""
"34","Chuckleduck","267746709$5.83%267.75m","637","54","90","999066",""
"24","Shiversting","252557688$5.50%252.56m","637","39","90","926729",""
"19","Krrn","248212262$5.40%248.21m","627","39","90","787867",""
"21","Therzsham","233758774$5.09%233.76m","627","40","90","862623",""
"22","Litlam","228544225$4.98%228.54m","642","35","90","984711",""
"18","Aingg","226980121$4.94%226.98m","638","28","90","936590",""
"11","Quarm","221766766$4.83%221.77m","636","21","90","804111",""
"16","Ampok","217672921$4.74%217.67m","620","33","90","803220",""
"9","Kusri","201876989$4.40%201.88m","635","18","90","765708",""
"10","Nitroburger","154872052$3.37%154.87m","631","19","90","662622",""
"34","Nixis","149181631$3.25%149.18m","648","48","90","508039",""
"13","Kornbreadd","130425118$2.84%130.43m","625","25","90","454338",""
"17","Biglick","99905347$2.18%99.91m","639","28","90","789872",""
"26","Bababryn","89608358$1.95%89.61m","627","42","90","890542",""
"24","Acupuncher","47347111$1.03%47.35m","652","29","90","220756",""
"19","Umbramist","43705437$0.95%43.71m","642","27","90","184133",""
"70","Thilinox","33108586$0.72%33.11m","643","77","90","320259",""
"66","Chimes","27777385$0.60%27.78m","637","77","90","120160",""
"22","Kratik","21534656$0.47%21.53m","640","26","90","48198",""
"12","Rawbdog","10313462$0.22%10.31m","604","15","90","169155",""
"44","Jëongyeon","401925102$6.21%401.93m","627","79","90","1201218",""
